"Description: ","Standardised Precipitation Index"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.8"
"Date_of_calculation: ","2020-03-07"
time, spi
1989-05, -1.99267749769686
1989-06, -2.2625924355474
1989-07, -0.572926198424679
1989-08, -0.0982412744035145
1989-09, 0.18539503108258
1989-10, -0.264673932292046
1989-11, -0.273515002495415
1989-12, -0.332894478508067
1990-01, -1.62758452228388
1990-02, -2.20112985348108
1990-03, -1.71660807527668
1990-04, -0.818256891842075
1990-05, -1.29360006097141
1990-06, -0.926052921584997
1990-07, -0.779217872599246
1990-08, -0.610770010906915
1990-09, -0.982130231832418
1990-10, -0.984138220098964
1990-11, -0.973185978351542
1990-12, -0.76211823388438
1991-01, -0.772567933646811
1991-02, -0.842944929982194
1991-03, -0.750774074585792
1991-04, -0.690008021846237
1991-05, 0.320296378913546
1991-06, 0.50078682602331
1991-07, 0.915682478025906
1991-08, 1.06296133758083
1991-09, 0.723511896178428
1991-10, 0.71908257998343
1991-11, 0.618795301328023
1991-12, 0.389089458653789
1992-01, 0.117314553074924
1992-02, -0.0631100830745375
1992-03, 0.0390430479693654
1992-04, -0.491117376799091
1992-05, -2.01435981034293
1992-06, -1.10120728193445
1992-07, -1.03997501115638
1992-08, -0.846752970812994
1992-09, -0.804239103767483
1992-10, 0.401046044012412
1992-11, 0.274582310716646
1992-12, 0.478438862881508
1993-01, 0.18709740189929
1993-02, -0.0753917916142742
1993-03, 0.309070340376535
1993-04, -0.484938833895716
1993-05, -0.493039854784964
1993-06, -1.0293210923297
1993-07, -0.638319089927861
1993-08, 0.549221401092246
1993-09, 0.20793032309566
1993-10, 0.604972957595687
1993-11, 0.941202621639545
1993-12, 0.710856511218224
1994-01, 0.903145627020215
1994-02, 0.357199763540898
1994-03, 0.287692634370531
1994-04, 0.682068495094579
1994-05, 0.487954052838839
1994-06, 1.13865955441641
1994-07, 0.855729899894035
1994-08, 0.741134344724516
1994-09, 1.63899675856908
1994-10, 0.562091550051636
1994-11, 0.436426918958654
1994-12, -0.37093409764512
1995-01, -0.48023580216928
1995-02, -0.211107320827044
1995-03, -1.0762389829033
1995-04, -1.13086388362005
1995-05, -0.326037050807458
1995-06, 0.869707975244451
1995-07, 1.34872854590977
1995-08, 1.84727717702424
1995-09, 1.28602343817374
1995-10, 1.20038823388082
1995-11, 0.586343961754878
1995-12, 0.0351732189274932
1996-01, 0.0349474863640392
1996-02, -0.116000281056942
1996-03, 0.116725865415382
1996-04, 0.567843896584185
1996-05, 1.25782416267902
1996-06, 0.825253645189998
1996-07, 0.695290318132185
1996-08, -0.0406374171749624
1996-09, 1.17487072973801
1996-10, 1.90078764951112
1996-11, 1.43388754254757
1996-12, 1.87017318786055
1997-01, 2.00781712139446
1997-02, 2.10701146322366
1997-03, 1.19103985992135
1997-04, 0.809414338852245
1997-05, 0.921622184515295
1997-06, 0.32136790805752
1997-07, -0.0204253086423767
1997-08, 0.260624437417366
1997-09, -0.0181218905888437
1997-10, -0.457423336961209
1997-11, 0.519054996048704
1997-12, 0.696058946991629
1998-01, 0.620764509088921
1998-02, 0.379413627478114
1998-03, 0.48616717170232
1998-04, 0.554260204810269
1998-05, 0.266163337701142
1998-06, -0.438138879709343
1998-07, -0.261138854734461
1998-08, -0.451522129632058
1998-09, 0.343410285600495
1998-10, 0.382090059008586
1998-11, -0.332897829110646
1998-12, 0.224684726693324
1999-01, 0.19102790617848
1999-02, 0.444625908666677
1999-03, -0.157154141527004
1999-04, -0.323727603115012
1999-05, -0.0493541323057749
1999-06, 0.520085272335541
1999-07, 0.279288662469037
1999-08, 1.38938845534428
1999-09, 1.74732177966647
1999-10, 2.0055438967969
1999-11, 3.20311558519595
1999-12, 2.58824730780892
2000-01, 2.58594254533282
2000-02, 2.04597565069865
2000-03, 1.48541581225575
2000-04, 1.44404402997489
2000-05, -0.701217976837582
2000-06, -1.64426521745612
2000-07, -1.41726972218595
2000-08, -1.25428015828662
2000-09, -1.10064594485238
2000-10, -0.395423363518531
2000-11, 0.47880253637352
2000-12, 0.747651129022695
2001-01, 1.02154491857485
2001-02, 1.09741049878488
2001-03, 1.4957838705528
2001-04, 1.54785411768707
2001-05, 1.45831478607642
2001-06, 0.977412415819711
2001-07, 0.197458388909724
2001-08, 1.11070016267998
2001-09, 0.875576456397778
2001-10, 0.0215792189563865
2001-11, -0.242802804940004
2001-12, 0.030028479551099
2002-01, -0.0666103559472904
2002-02, -0.729581800476321
2002-03, -1.50495446134817
2002-04, -0.561850563835825
2002-05, -0.18101413244294
2002-06, -0.276036093622833
2002-07, 0.443938688788144
2002-08, 1.31944905152048
2002-09, 1.61105278985266
2002-10, 1.26658488312471
2002-11, 0.88073239408965
2002-12, 1.75755327922958
2003-01, 1.54399646387676
2003-02, 0.860635405956558
2003-03, 0.544107345557121
2003-04, 0.569439271648017
2003-05, 0.675595180610181
2003-06, -1.13700614679685
2003-07, -2.06759791162768
2003-08, -2.19316652250723
2003-09, -1.68024570288462
2003-10, -1.55086165910474
2003-11, -1.04817419780856
2003-12, -0.744458150685777
2004-01, -0.377645265391469
2004-02, 0.312438817173161
2004-03, 0.640943536767901
2004-04, 0.812439925279266
2004-05, 0.680314297329844
2004-06, 0.731573917728726
2004-07, 0.574433992720038
2004-08, -0.338018315564522
2004-09, -0.746799974757449
2004-10, -1.1571237116297
2004-11, -1.20221726617477
2004-12, -0.288723409992104
2005-01, -0.47466996949407
2005-02, -0.162384855864244
2005-03, -0.190080562422702
2005-04, 0.240871505913775
2005-05, 0.320296378913546
2005-06, -0.521735407055135
2005-07, -0.439232159246991
2005-08, -0.161594339223836
2005-09, 0.735762319042036
2005-10, 1.22954782588671
2005-11, 1.45650585644737
2005-12, 1.56578094668235
2006-01, 1.44606932925486
2006-02, 1.20435981999523
2006-03, 0.808814528580531
2006-04, 0.0992509440569745
2006-05, 0.0377769207486728
2006-06, -0.424376516646422
2006-07, -0.578577434323354
2006-08, -0.169249664341315
2006-09, 0.245381734287177
2006-10, -0.447218803833225
2006-11, -1.22284258774591
2006-12, -1.16726406846431
2007-01, -1.02298561440813
2007-02, -1.39400129694069
2007-03, -1.06711642579253
2007-04, -1.11125356501963
2007-05, -0.514990661585218
2007-06, -0.0884093688195329
2007-07, -0.18484796477271
2007-08, -0.280262415894747
2007-09, 0.0290205448590824
2007-10, 0.917013866250087
2007-11, 0.30624827027865
2007-12, 0.301184880279712
2008-01, 0.365013846065454
2008-02, 0.37149270858897
2008-03, -0.0617326062270017
2008-04, -0.597718993030658
2008-05, 0.0871369851366757
2008-06, 0.0891252076823795
2008-07, 0.331578511808487
2008-08, 0.00893751156052716
2008-09, -0.427859282136412
2008-10, -1.09864450691124
2008-11, -1.32752650303341
2008-12, -0.684804051460582
2009-01, -0.508187231545476
2009-02, -0.203852907103845
2009-03, -0.112219098636155
2009-04, 0.329367574990964
2009-05, -0.00993905435151672
2009-06, -0.449644122065174
2009-07, -1.22625020383411
2009-08, -1.70645261764633
2009-09, -1.93688786324025
2009-10, -1.2028984188759
2009-11, -1.34612104728895
2009-12, -0.68072345618969
2010-01, 0.0714869075423654
2010-02, 0.697307800931379
2010-03, 1.28480166220161
2010-04, 1.08420343300516
2010-05, 2.09619026713968
2010-06, 1.75466105473422
2010-07, 1.47120902782509
2010-08, 1.373915635245
2010-09, 0.872408395746026
2010-10, 0.71107858552267
2010-11, 0.481495697264601
2010-12, 0.475332985980333
2011-01, 0.514834025942405
2011-02, 0.0984680546794553
2011-03, 0.567217221906142
2011-04, 0.251176231479469
2011-05, -0.185545703432917
2011-06, -0.243068945307326
2011-07, -0.132895505490561
2011-08, -0.564934968551304
2011-09, -1.59908537503653
2011-10, -1.64979858365837
2011-11, -2.35062854884668
2011-12, -2.25907346253818
2012-01, -2.76565498299991
2012-02, -1.73614374976518
2012-03, -1.87865084528497
2012-04, -1.2893477094353
2012-05, -0.631509382162391
2012-06, -0.788939492020322
2012-07, -0.834089135993391
2012-08, -2.01668537726167
2012-09, -0.389510973075571
2012-10, -0.842831816759789
2012-11, -0.584969440030915
2012-12, -0.0113509553989534
2013-01, 0.421983313617578
2013-02, 1.33963622384854
2013-03, 1.53764626680047
2013-04, 1.70100923877726
2013-05, 1.79301368020825
2013-06, 1.42432269849686
2013-07, 1.30801098233976
2013-08, 0.359685297883231
2013-09, -0.643537382938244
2013-10, -0.0153846282257478
2013-11, 0.296955145161113
2013-12, 0.15185872716015
2014-01, 0.463491709794315
2014-02, 0.697307800931378
2014-03, 0.985599816048331
2014-04, 0.499508067643891
2014-05, 0.0914042949736653
2014-06, 0.569338591924111
2014-07, 0.693075789969026
2014-08, 0.940326971345894
2014-09, 0.344299566253092
2014-10, 0.408608286179817
2014-11, 0.363492098729779
2014-12, 0.646148888443887
2015-01, 0.167389921622991
2015-02, 0.392058166539657
2015-03, 1.05285735124094
2015-04, 1.24430855518969
2015-05, 2.08599173141466
2015-06, 2.09151728596109
2015-07, 2.44103482940161
2015-08, 1.76778519334554
2015-09, 0.586571613342843
2015-10, 1.01873376001826
2015-11, 0.147818467538181
2015-12, -0.849524560398243
2016-01, -0.599040402217442
2016-02, -0.00050407348764473
2016-03, 0.50883361345075
2016-04, -0.0899309379111865
2016-05, 0.295859701210778
2016-06, 1.06810009355895
2016-07, 1.29204636396638
2016-08, 0.228772856907762
2016-09, 0.243562319785396
2016-10, -0.306741520545854
2016-11, -0.253191525485025
2016-12, -0.792432073907998
2017-01, -0.743572447572228
2017-02, -0.573527846840956
2017-03, -1.15947863528667
2017-04, -0.683494484341243
2017-05, -1.02426313786097
2017-06, -0.677367131968778
2017-07, -1.09805506792118
2017-08, -1.32211897835978
2017-09, -0.496973204569794
2017-10, -0.991845133343961
2017-11, 0.45630527127704
2017-12, 0.310857797197276
2018-01, 0.361994726068243
2018-02, 1.53548472798803
2018-03, 1.72737650849452
2018-04, 1.84551627729079
2018-05, 1.08979179638306
2018-06, 1.45770360199569
2018-07, 1.84945449300591
2018-08, 0.523501604590924
2018-09, -0.231552072847452
2018-10, 0.518845599537028
2018-11, 0.543945844771794
2018-12, 0.126755138991778
